movie_id,title,imdb_id,overview,genres,director,cast,language,year,rating,votes,runtime_minutes,poster,backdrop,trailer,popularity,budget_crores,revenue_crores,production_company,release_date,source,content
1595203.0,arivaan,,surya an honest yet hot tempered cop known for his encounter killings is transferred to neyveli after another controversial case soon after his arrival a murder involving a woman named vinisha shakes the town as suryadives into the case he must navigate between truth and deceit to protect both love and justice,thriller crime,s arunprasath,ananth nag janany kunaseelan boys rajan birla bose gowri shankar,,2026,0.0,0.0,113.0,,,,0.8172,0.0,0.0,MD Films,20-02-2026,dataset_4,thriller crime thriller crime s arunprasath ananth nag janany kunaseelan boys rajan birla bose gowri shankar  surya an honest yet hot tempered cop known for his encounter killings is transferred to neyveli after another controversial case soon after his arrival a murder involving a woman named vinisha shakes the town as suryadives into the case he must navigate between truth and deceit to protect both love and justice
,ariyaatha anbu,,ariyaatha anbu is a tamil short film that poignantly captures a day in the life of an elderly man with alzheimer s,drama,eashveraam thiruselvam,thiruselvam raaghavendraa kamal raghupathy sanjeevram thiruselvam,tamil,0,,,,,,,,,,,,dataset_3_tamil,drama drama eashveraam thiruselvam thiruselvam raaghavendraa kamal raghupathy sanjeevram thiruselvam tamil ariyaatha anbu is a tamil short film that poignantly captures a day in the life of an elderly man with alzheimer s
1391547.0,ariyaatha anbu,,ariyaatha anbu is a tamil short film that poignantly captures a day in the life of an elderly man with alzheimer s,drama,eashveraam thiruselvam,thiruselvam raaghavendraa kamal raghupathy sanjeevram thiruselvam,,2023,0.0,0.0,9.0,,,,0.73,0.0,0.0,Ghost Production,25-05-2023,dataset_4,drama drama eashveraam thiruselvam thiruselvam raaghavendraa kamal raghupathy sanjeevram thiruselvam  ariyaatha anbu is a tamil short film that poignantly captures a day in the life of an elderly man with alzheimer s
,ariyavan,,jeeva a kabaddi player rescues jessie a friend of his fiance e after she is taken advantage of by the gang as jeeva tries to protect other girls and subdue the gang he is compelled to confront brutal and dreaded gangster thuraipandi,action drama thriller,mithran jawahar,ishaaon pranali ghoghare daniel balaji sathyan sivakumar rama,tamil,0,,,,,,,,,,,,dataset_3_tamil,action drama thriller action drama thriller mithran jawahar ishaaon pranali ghoghare daniel balaji sathyan sivakumar rama tamil jeeva a kabaddi player rescues jessie a friend of his fiance e after she is taken advantage of by the gang as jeeva tries to protect other girls and subdue the gang he is compelled to confront brutal and dreaded gangster thuraipandi
1086474.0,ariyavan,,jeeva a kabaddi player rescues jessie a friend of his fianc e after she is taken advantage of by the gang as jeeva tries to protect other girls and subdue the gang he is compelled to confront brutal and dreaded gangster thuraipandi,thriller action,mithran jawahar,ishaaon pranali ghoghare daniel balaji sathyan sivakumar rama,,2023,9.0,1.0,108.0,,,,0.4396,0.0,0.0,MGP Mass Media,03-03-2023,dataset_4,thriller action thriller action mithran jawahar ishaaon pranali ghoghare daniel balaji sathyan sivakumar rama  jeeva a kabaddi player rescues jessie a friend of his fianc e after she is taken advantage of by the gang as jeeva tries to protect other girls and subdue the gang he is compelled to confront brutal and dreaded gangster thuraipandi
,arjun,,when two different men from different walks of life are approached to sell drugs one agrees while the other disagrees what happens next forms the rest of the story,crime,mukesh,mukesh kk bala viknesh abrar haresh babu,tamil,0,,,,,,,,,,,,dataset_3_tamil,crime crime mukesh mukesh kk bala viknesh abrar haresh babu tamil when two different men from different walks of life are approached to sell drugs one agrees while the other disagrees what happens next forms the rest of the story
1049583.0,arjun,,when two different men from different walks of life are approached to sell drugs one agrees while the other disagrees what happens next forms the rest of the story,crime,mukesh,mukesh kk bala viknesh abrar haresh babu,,2022,0.0,0.0,16.0,,,,0.4984,0.0,0.0,Kaaliwood Productions,17-09-2022,dataset_4,crime crime mukesh mukesh kk bala viknesh abrar haresh babu  when two different men from different walks of life are approached to sell drugs one agrees while the other disagrees what happens next forms the rest of the story
1409767.0,arjun,,a young guy tries to enter in his college cricket team despite of the politics from the senior players it portrays his emotions excitement and challenges as he navigate the competitive world of cricket while also highlighting the camaraderie and motivation among the group music plays a backdrop to their journey reflecting hope and determination despite setbacks and disappointments,drama,sreekanth san,aswanth prabhuraam ahmed nisath arshad lalith kumar kirthic babu,,2024,0.0,0.0,14.0,,,,0.4474,0.0,0.0,AD621,15-03-2024,dataset_4,drama drama sreekanth san aswanth prabhuraam ahmed nisath arshad lalith kumar kirthic babu  a young guy tries to enter in his college cricket team despite of the politics from the senior players it portrays his emotions excitement and challenges as he navigate the competitive world of cricket while also highlighting the camaraderie and motivation among the group music plays a backdrop to their journey reflecting hope and determination despite setbacks and disappointments
,arjunan per paththu,,arjunan who witnessed his parents being killed by lightning in front of his eyes cannot bear the shock and arrives in chennai from his hometown madurai arjunan who joined a kayalang shop in chennai starts to love a woman before marrying that woman he was a worker and wanted to become an entrepreneur he gave away all the money he had saved up until then and bought an old tata ace and married the woman he loved arjuna happily starts driving the vehicle thinking that his life has become as happy as he thought it would be arjuna who has been facing constant problems with that old vehicle realizes that he has been completely cheated in buying the vehicle he brings together all those who have been affected like him and exposes all the frauds in buying and selling old vehicles seeking justice for himself and all those who have been cheated like him,crime drama,r rajmohan,yogi babu anamika mahi madhan kumar dhakshinamoorthy kaali venkat aruldoss,tamil,0,,,,,,,,,,,,dataset_3_tamil,crime drama crime drama r rajmohan yogi babu anamika mahi madhan kumar dhakshinamoorthy kaali venkat aruldoss tamil arjunan who witnessed his parents being killed by lightning in front of his eyes cannot bear the shock and arrives in chennai from his hometown madurai arjunan who joined a kayalang shop in chennai starts to love a woman before marrying that woman he was a worker and wanted to become an entrepreneur he gave away all the money he had saved up until then and bought an old tata ace and married the woman he loved arjuna happily starts driving the vehicle thinking that his life has become as happy as he thought it would be arjuna who has been facing constant problems with that old vehicle realizes that he has been completely cheated in buying the vehicle he brings together all those who have been affected like him and exposes all the frauds in buying and selling old vehicles seeking justice for himself and all those who have been cheated like him
1607621.0,arjunan per paththu,,arjunan who witnessed his parents being killed by lightning in front of his eyes cannot bear the shock and arrives in chennai from his hometown madurai arjunan who joined a kayalang shop in chennai starts to love a woman before marrying that woman he was a worker and wanted to become an entrepreneur he gave away all the money he had saved up until then and bought an old tata ace and married the woman he loved arjuna happily starts driving the vehicle thinking that his life has become as happy as he thought it would be arjuna who has been facing constant problems with that old vehicle realizes that he has been completely cheated in buying the vehicle he brings together all those who have been affected like him and exposes all the frauds in buying and selling old vehicles seeking justice for himself and all those who have been cheated like him,crime drama,r rajmohan,yogi babu anamika mahi madhan kumar dhakshinamoorthy kaali venkat aruldoss,,2026,0.0,0.0,0.0,,,,2.1489,0.0,0.0,Unknown,17-07-2026,dataset_4,crime drama crime drama r rajmohan yogi babu anamika mahi madhan kumar dhakshinamoorthy kaali venkat aruldoss  arjunan who witnessed his parents being killed by lightning in front of his eyes cannot bear the shock and arrives in chennai from his hometown madurai arjunan who joined a kayalang shop in chennai starts to love a woman before marrying that woman he was a worker and wanted to become an entrepreneur he gave away all the money he had saved up until then and bought an old tata ace and married the woman he loved arjuna happily starts driving the vehicle thinking that his life has become as happy as he thought it would be arjuna who has been facing constant problems with that old vehicle realizes that he has been completely cheated in buying the vehicle he brings together all those who have been affected like him and exposes all the frauds in buying and selling old vehicles seeking justice for himself and all those who have been cheated like him
,arthanari,,a cop and her lover are on the hunt for the kingpin of a racket that exploits hapless kids and their parents for different reasons,thriller crime,sundarra elangovan,nassar ramkumar arundhathi nair rajendran sampath ram,tamil,0,,,,,,,,,,,,dataset_3_tamil,thriller crime thriller crime sundarra elangovan nassar ramkumar arundhathi nair rajendran sampath ram tamil a cop and her lover are on the hunt for the kingpin of a racket that exploits hapless kids and their parents for different reasons
410986.0,arthanari,,a cop and her lover are on the hunt for the kingpin of a racket that exploits hapless kids and their parents for different reasons,thriller crime,sundarra elangovan,nassar ramkumar arundhathi nair rajendran sampath ram,,2016,3.0,1.0,0.0,,,,0.4601,0.0,0.0,Unknown,08-07-2016,dataset_4,thriller crime thriller crime sundarra elangovan nassar ramkumar arundhathi nair rajendran sampath ram  a cop and her lover are on the hunt for the kingpin of a racket that exploits hapless kids and their parents for different reasons
,artist,,an aspiring actor battles insecurity and the pressure of delivering a challenging dialogue ultimately discovering that embracing his true self is the key to unlocking his potential,drama,akash selvaraj,rajvi deeraj ravindran akash raj narayanan gaurav suresh dhanusha senthilkumar atish h,tamil,0,,,,,,,,,,,,dataset_3_tamil,drama drama akash selvaraj rajvi deeraj ravindran akash raj narayanan gaurav suresh dhanusha senthilkumar atish h tamil an aspiring actor battles insecurity and the pressure of delivering a challenging dialogue ultimately discovering that embracing his true self is the key to unlocking his potential
1421232.0,artist,,an aspiring actor battles insecurity and the pressure of delivering a challenging dialogue ultimately discovering that embracing his true self is the key to unlocking his potential,drama,akash selvaraj,rajvi deeraj ravindran akash raj narayanan gaurav suresh dhanusha senthilkumar atish h,,2025,0.0,0.0,5.0,,,,0.3963,0.0,0.0,Filmbro Pictures,23-01-2025,dataset_4,drama drama akash selvaraj rajvi deeraj ravindran akash raj narayanan gaurav suresh dhanusha senthilkumar atish h  an aspiring actor battles insecurity and the pressure of delivering a challenging dialogue ultimately discovering that embracing his true self is the key to unlocking his potential
,arulmozhi,,a private investigator accidently becomes a vigilante as he tries to save his friend and his family who are abducted by a dangerous militant group that is going to release a chemical bomb,action drama,manan subra,sangabalan subramaniam alvin martin vikadakavi magen pashini sivakumar vidia liana,tamil,0,,,,,,,,,,,,dataset_3_tamil,action drama action drama manan subra sangabalan subramaniam alvin martin vikadakavi magen pashini sivakumar vidia liana tamil a private investigator accidently becomes a vigilante as he tries to save his friend and his family who are abducted by a dangerous militant group that is going to release a chemical bomb
987642.0,arulmozhi,,a private investigator accidently becomes a vigilante as he tries to save his friend and his family who are abducted by a dangerous militant group that is going to release a chemical bomb,action drama,manan subra,sangabalan subramaniam alvin martin vikadakavi magen pashini sivakumar vidia liana,,2022,0.0,0.0,120.0,,,,5.5072,0.0,0.0,Jaysanga Sir Sdn Bhd,16-06-2022,dataset_4,action drama action drama manan subra sangabalan subramaniam alvin martin vikadakavi magen pashini sivakumar vidia liana  a private investigator accidently becomes a vigilante as he tries to save his friend and his family who are abducted by a dangerous militant group that is going to release a chemical bomb
,arulvaan,,follows muthuvel a resolute collector who overcomes all obstacles to educate a tribal girl and provide school access for the entire forest community,drama,ganesh vinayak,arulnithi aarav kizar ramya pandian krithika kaali venkat,tamil,0,,,,,,,,,,,,dataset_3_tamil,drama drama ganesh vinayak arulnithi aarav kizar ramya pandian krithika kaali venkat tamil follows muthuvel a resolute collector who overcomes all obstacles to educate a tribal girl and provide school access for the entire forest community
1616237.0,arulvaan,,follows muthuvel a resolute collector who overcomes all obstacles to educate a tribal girl and provide school access for the entire forest community,drama,ganesh vinayak,arulnithi aarav kizar ramya pandian krithika kaali venkat,,2026,0.0,0.0,109.0,,,,1.3821,0.0,0.0,90 Pictures Productions Private Limited,17-07-2026,dataset_4,drama drama ganesh vinayak arulnithi aarav kizar ramya pandian krithika kaali venkat  follows muthuvel a resolute collector who overcomes all obstacles to educate a tribal girl and provide school access for the entire forest community
,arunagiri perumale,,a musical documentary chronicling the life of arunagiri nathar a 15th century tamil mystic poet saint arunagiri perumale is a collection of tales narrated by a contemporary musician whose quest to explore the thiruppugazh unvcovers deeper layers in this historical work,documentary music history,pradeep kumar,pradeep kumar kalyani nair sean roldan,tamil,0,,,,,,,,,,,,dataset_3_tamil,documentary music history documentary music history pradeep kumar pradeep kumar kalyani nair sean roldan tamil a musical documentary chronicling the life of arunagiri nathar a 15th century tamil mystic poet saint arunagiri perumale is a collection of tales narrated by a contemporary musician whose quest to explore the thiruppugazh unvcovers deeper layers in this historical work
706112.0,arunagiri perumale,,a musical documentary chronicling the life of arunagiri nathar a 15th century tamil mystic poet saint arunagiri perumale is a collection of tales narrated by a contemporary musician whose quest to explore the thiruppugazh unvcovers deeper layers in this historical work,documentary music history,pradeep kumar,pradeep kumar kalyani nair sean roldan,,2016,0.0,0.0,76.0,,,,0.5018,0.0,0.0,Unknown,13-07-2016,dataset_4,documentary music history documentary music history pradeep kumar pradeep kumar kalyani nair sean roldan  a musical documentary chronicling the life of arunagiri nathar a 15th century tamil mystic poet saint arunagiri perumale is a collection of tales narrated by a contemporary musician whose quest to explore the thiruppugazh unvcovers deeper layers in this historical work
,aruva sanda,,aruva sanda is an engaging action drama family featuring compelling characters intense narratives and captivating storytelling,drama action family,aadhiraajan,v raja malavika menon soundara raja aadukalam naren saranya ponvannan,tamil,0,,,,,,,,,,,,dataset_3_tamil,drama action family drama action family aadhiraajan v raja malavika menon soundara raja aadukalam naren saranya ponvannan tamil aruva sanda is an engaging action drama family featuring compelling characters intense narratives and captivating storytelling
1069549.0,aruva sanda,,,action drama family,aadhirajan,v raja malavika menon soundara raja aadukalam naren saranya ponvannan,,2022,0.0,0.0,136.0,,,,0.4384,0.0,0.0,White Screen Production,30-12-2022,dataset_4,action drama family action drama family aadhirajan v raja malavika menon soundara raja aadukalam naren saranya ponvannan  
,aruvam,,a woman who doesn t like harming even an ant is possessed with the ghost of the man who loves her which wants to take revenge on the corrupt men who murdered him,action comedy horror thriller,sai sekhar,siddharth catherine tresa sathish kabir duhan singh aadukalam naren,tamil,0,,,,,,,,,,,,dataset_3_tamil,action comedy horror thriller action comedy horror thriller sai sekhar siddharth catherine tresa sathish kabir duhan singh aadukalam naren tamil a woman who doesn t like harming even an ant is possessed with the ghost of the man who loves her which wants to take revenge on the corrupt men who murdered him
607693.0,aruvam,,a food safety officer and a teacher who has no sense of smell come together to fight the practice of food adulteration and its devastating effect on people,thriller horror,sai shekhar,siddharth catherine tresa sathish kabir duhan singh aadukalam naren,,2019,4.429,14.0,133.0,,,,2.797,0.0,0.0,Trident Arts,10-10-2019,dataset_4,thriller horror thriller horror sai shekhar siddharth catherine tresa sathish kabir duhan singh aadukalam naren  a food safety officer and a teacher who has no sense of smell come together to fight the practice of food adulteration and its devastating effect on people
,aruvi,,a gentle girl born and brought up amidst the ever growing eco social consumeristic environment finds it difficult to fit in the society she decides to take it hard on the people,drama,arun prabu purushothaman,aditi balan shwetha shekar lakshmi gopalaswamy mohammad ali baig kavitha bharathi,tamil,0,,,,,,,,,,,,dataset_3_tamil,drama drama arun prabu purushothaman aditi balan shwetha shekar lakshmi gopalaswamy mohammad ali baig kavitha bharathi tamil a gentle girl born and brought up amidst the ever growing eco social consumeristic environment finds it difficult to fit in the society she decides to take it hard on the people
423191.0,aruvi,,a gentle girl born and brought up amidst the ever growing eco social consumeristic environment finds it difficult to fit in the society she decides to take it hard on the people,drama,arun prabu purushothaman,aditi balan shwetha shekar lakshmi gopalaswamy mohammad ali baig kavitha bharathi,,2017,7.462,66.0,122.0,,,,1.8921,0.0,0.0,Dream Warrior Pictures,15-12-2017,dataset_4,drama drama arun prabu purushothaman aditi balan shwetha shekar lakshmi gopalaswamy mohammad ali baig kavitha bharathi  a gentle girl born and brought up amidst the ever growing eco social consumeristic environment finds it difficult to fit in the society she decides to take it hard on the people
,ashoka vanamlo arjuna kalyanam,,arjun a 34 year old bachelor who is constantly pestered by society about him being unmarried does he get married how does he overcome the pesters in the life,drama romance,vidyasagar chinta,vishwak sen rukshar dhillon ritika nayak ashok selvan vennela kishore goparaju ramana,tamil,0,,,,,,,,,,,,dataset_3_tamil,drama romance drama romance vidyasagar chinta vishwak sen rukshar dhillon ritika nayak ashok selvan vennela kishore goparaju ramana tamil arjun a 34 year old bachelor who is constantly pestered by society about him being unmarried does he get married how does he overcome the pesters in the life
,ashvamithra,,a disillusioned speech therapist entering a child s world to heal her also finds himself healing in an unpredictable turn of events,drama,earthling koushalya,harish uthaman tareetha et mageswari arunagiri living smile vidya,tamil,0,,,,,,,,,,,,dataset_3_tamil,drama drama earthling koushalya harish uthaman tareetha et mageswari arunagiri living smile vidya tamil a disillusioned speech therapist entering a child s world to heal her also finds himself healing in an unpredictable turn of events
869453.0,ashvamithra,,a disillusioned speech therapist entering a child s world to heal her also finds himself healing in an unpredictable turn of events,drama,unknown,harish uthaman tareetha et mageswari arunagiri living smile vidya,,2021,0.0,0.0,0.0,,,,0.3768,0.0,0.0,Unknown,31-08-2021,dataset_4,drama drama unknown harish uthaman tareetha et mageswari arunagiri living smile vidya  a disillusioned speech therapist entering a child s world to heal her also finds himself healing in an unpredictable turn of events
,astakarmma,,a famous psychiatrist who has no belief in suddenly goes through supernatural things paranormal experiences while treating a female patient and is up with the challenge of saving his patient,horror thriller,vijay tamilselvan,cskishan dharani nandini rai priyadharshini rajkumar winner ramachandran thilak shankar,tamil,0,,,,,,,,,,,,dataset_3_tamil,horror thriller horror thriller vijay tamilselvan cskishan dharani nandini rai priyadharshini rajkumar winner ramachandran thilak shankar tamil a famous psychiatrist who has no belief in suddenly goes through supernatural things paranormal experiences while treating a female patient and is up with the challenge of saving his patient
,asthram,,asthram is a gripping crime thriller that delves into a series of puzzling suicides where victims are found stabbed under eerily similar circumstances determined to uncover the truth inspector akilan tasked himself to investigate the case as the investigation unfolds akilan gathers crucial evidence that links each case unraveling a web of secrets,thriller,aravind rajagopal,shaam niranjani ashokan ranjith d nizhalgal ravi jeeva ravi,tamil,0,,,,,,,,,,,,dataset_3_tamil,thriller thriller aravind rajagopal shaam niranjani ashokan ranjith d nizhalgal ravi jeeva ravi tamil asthram is a gripping crime thriller that delves into a series of puzzling suicides where victims are found stabbed under eerily similar circumstances determined to uncover the truth inspector akilan tasked himself to investigate the case as the investigation unfolds akilan gathers crucial evidence that links each case unraveling a web of secrets
1439367.0,asthram,,asthram is a gripping crime thriller that delves into a series of puzzling suicides where victims are found stabbed under eerily similar circumstances determined to uncover the truth inspector akilan tasked himself to investigate the case as the investigation unfolds akilan gathers crucial evidence that links each case unraveling a web of secrets,thriller,aravind rajagopal,shaam niranjani ashokan ranjith d nizhalgal ravi jeeva ravi,,2025,3.0,1.0,111.0,,,,0.6442,0.0,0.0,Unknown,21-03-2025,dataset_4,thriller thriller aravind rajagopal shaam niranjani ashokan ranjith d nizhalgal ravi jeeva ravi  asthram is a gripping crime thriller that delves into a series of puzzling suicides where victims are found stabbed under eerily similar circumstances determined to uncover the truth inspector akilan tasked himself to investigate the case as the investigation unfolds akilan gathers crucial evidence that links each case unraveling a web of secrets
,asura guru,,shakti who becomes obsessed with money from childhood goes on to become a tech savvy thief however he becomes a changed man due to certain circumstances when cops nab him,action crime thriller drama,a rajdeep,vikram prabhu mahima nambiar yogi babu subbaraju nagineedu vellanki,tamil,0,,,,,,,,,,,,dataset_3_tamil,action crime thriller drama action crime thriller drama a rajdeep vikram prabhu mahima nambiar yogi babu subbaraju nagineedu vellanki tamil shakti who becomes obsessed with money from childhood goes on to become a tech savvy thief however he becomes a changed man due to certain circumstances when cops nab him
535223.0,asuraguru,,a clever thief who gets away easily is being lured into a bigger trap where the police force sets up an attractive bait to capture him for good,action thriller drama,rajdeep,vikram prabhu mahima nambiar yogi babu subbaraju nagineedu vellanki,,2020,3.3,3.0,120.0,,,,0.6846,0.0,0.0,JSB Film Studios,13-03-2020,dataset_4,action thriller drama action thriller drama rajdeep vikram prabhu mahima nambiar yogi babu subbaraju nagineedu vellanki  a clever thief who gets away easily is being lured into a bigger trap where the police force sets up an attractive bait to capture him for good
,asuran,,a family from the underprivileged class is on the run after the teenaged son kills a rich man from the upper caste can the pacifist father be able to save his hot blooded son,action drama,vetrimaaran,dhanush manju warrier ken karunaas teejay pasupathy,tamil,0,,,,,,,,,,,,dataset_3_tamil,action drama action drama vetrimaaran dhanush manju warrier ken karunaas teejay pasupathy tamil a family from the underprivileged class is on the run after the teenaged son kills a rich man from the upper caste can the pacifist father be able to save his hot blooded son
576928.0,asuran,,a family from the underprivileged class is on the run after the teenaged son kills a rich man from the upper caste can the pacifist father be able to save his hot blooded son,action drama,vetrimaaran,dhanush manju warrier ken karunaas teejay pasupathy,,2019,7.545,112.0,141.0,,,,1.053,0.0,0.0,V Creations,02-10-2019,dataset_4,action drama action drama vetrimaaran dhanush manju warrier ken karunaas teejay pasupathy  a family from the underprivileged class is on the run after the teenaged son kills a rich man from the upper caste can the pacifist father be able to save his hot blooded son
,asuravadham,,a stranger keeps threatening a man promising him that he will kill him after a week who is the stranger and what is he after,action drama,maruthupandian,m sasikumar nandita swetha vasumithra sreejith ravi namo narayana,tamil,0,,,,,,,,,,,,dataset_3_tamil,action drama action drama maruthupandian m sasikumar nandita swetha vasumithra sreejith ravi namo narayana tamil a stranger keeps threatening a man promising him that he will kill him after a week who is the stranger and what is he after
524025.0,asuravadham,,a stranger keeps threatening a man promising him that he will kill him after a week who is the stranger and what is he after,action,m maruthupandian,m sasikumar nandita swetha vasumithra sreejith ravi namo narayana,,2018,4.778,9.0,122.0,,,,0.6577,0.0,0.0,Seven Screen Studios,29-06-2018,dataset_4,action action m maruthupandian m sasikumar nandita swetha vasumithra sreejith ravi namo narayana  a stranger keeps threatening a man promising him that he will kill him after a week who is the stranger and what is he after
,asvins,,a group of youtubers who accidentally unleash a 1500 year old evil that crosses over from the realm of darkness to the human world,horror thriller,tarun teja mallareddy,vasanth ravi muralidaran vimala raman saras menon udhaya deep simran pareek,tamil,0,,,,,,,,,,,,dataset_3_tamil,horror thriller horror thriller tarun teja mallareddy vasanth ravi muralidaran vimala raman saras menon udhaya deep simran pareek tamil a group of youtubers who accidentally unleash a 1500 year old evil that crosses over from the realm of darkness to the human world
,atcham thavir,,atcham thavir is an engaging thriller featuring compelling characters intense narratives and captivating storytelling,thriller,s s vikneshwaran,s gana uthaya thr raaga punnagai poo gheetha aanantha thr raaga revathy thr raaga,tamil,0,,,,,,,,,,,,dataset_3_tamil,thriller thriller s s vikneshwaran s gana uthaya thr raaga punnagai poo gheetha aanantha thr raaga revathy thr raaga tamil atcham thavir is an engaging thriller featuring compelling characters intense narratives and captivating storytelling
534588.0,atcham thavir,,,thriller,s s vikneshwaran,s gana uthaya thr raaga punnagai poo gheetha aanantha thr raaga revathy thr raaga,,2018,0.0,0.0,125.0,,,,2.6458,0.0,0.0,Unknown,05-07-2018,dataset_4,thriller thriller s s vikneshwaran s gana uthaya thr raaga punnagai poo gheetha aanantha thr raaga revathy thr raaga  
,athaiyum thaandi,,directed by vikinish lokarag asokan this romantic drama film stars vemanna appannah yuvaraj krishnasamy vanessa cruez and sathis rao chinniah,comedy romance,vikinish lokarag asokan,vemanna appannah yuvaraj krishnasamy vanessa cruez sathis rao chinniah,tamil,0,,,,,,,,,,,,dataset_3_tamil,comedy romance comedy romance vikinish lokarag asokan vemanna appannah yuvaraj krishnasamy vanessa cruez sathis rao chinniah tamil directed by vikinish lokarag asokan this romantic drama film stars vemanna appannah yuvaraj krishnasamy vanessa cruez and sathis rao chinniah
682569.0,athaiyum thaandi,,directed by vikinish lokarag asokan this romantic drama film stars vemanna appannah yuvaraj krishnasamy vanessa cruez and sathis rao chinniah,comedy romance,vikinish lokarag asokan,vemanna appannah yuvaraj krishnasamy vanessa cruez sathis rao chinniah,,2020,7.0,1.0,111.0,,,,3.7894,0.0,0.0,AT Movies,12-03-2020,dataset_4,comedy romance comedy romance vikinish lokarag asokan vemanna appannah yuvaraj krishnasamy vanessa cruez sathis rao chinniah  directed by vikinish lokarag asokan this romantic drama film stars vemanna appannah yuvaraj krishnasamy vanessa cruez and sathis rao chinniah
,athigaari,,tasked with finding out the truth behind his fellow colleague s death a police officer begins by reviewing his previous cases slowly he traces the steps of the murderer until he discovers the killer s master plan,thriller crime drama,kabilan plondran,bala ganapathi william nanthini ganasen k karnan g crak kuben mahadevan,tamil,0,,,,,,,,,,,,dataset_3_tamil,thriller crime drama thriller crime drama kabilan plondran bala ganapathi william nanthini ganasen k karnan g crak kuben mahadevan tamil tasked with finding out the truth behind his fellow colleague s death a police officer begins by reviewing his previous cases slowly he traces the steps of the murderer until he discovers the killer s master plan
764470.0,athigaari,,tasked with finding out the truth behind his fellow colleague s death a police officer begins by reviewing his previous cases slowly he traces the steps of the murderer until he discovers the killer s master plan,thriller crime drama,kabilan plondran,bala ganapathi william nanthini ganasen k karnan g crak kuben mahadevan,,2020,7.0,1.0,119.0,,,,1.3854,0.0,0.0,Astro Shaw,11-11-2020,dataset_4,thriller crime drama thriller crime drama kabilan plondran bala ganapathi william nanthini ganasen k karnan g crak kuben mahadevan  tasked with finding out the truth behind his fellow colleague s death a police officer begins by reviewing his previous cases slowly he traces the steps of the murderer until he discovers the killer s master plan
,athomugam,,playful act of martin by installing a spy app in his love of life leena s phone reveals a mysterious character thereby triggering events that questions love trust friendship technology and unravels the thrilling dark side of human actions,thriller drama,sunil dev,s p siddharth chaitanya pratap kavi j sundharam ananth nag sarithran,tamil,0,,,,,,,,,,,,dataset_3_tamil,thriller drama thriller drama sunil dev s p siddharth chaitanya pratap kavi j sundharam ananth nag sarithran tamil playful act of martin by installing a spy app in his love of life leena s phone reveals a mysterious character thereby triggering events that questions love trust friendship technology and unravels the thrilling dark side of human actions
1254149.0,athomugam,,playful act of martin by installing a spy app in his love of life leena s phone reveals a mysterious character thereby triggering events that questions love trust friendship technology and unravels the thrilling dark side of human actions,thriller drama,sunil dev,s p siddharth chaitanya pratap kavi j sundharam ananth nag sarithran,,2024,0.0,0.0,130.0,,,,1.1869,0.0,0.0,Unknown,01-03-2024,dataset_4,thriller drama thriller drama sunil dev s p siddharth chaitanya pratap kavi j sundharam ananth nag sarithran  playful act of martin by installing a spy app in his love of life leena s phone reveals a mysterious character thereby triggering events that questions love trust friendship technology and unravels the thrilling dark side of human actions
,atti,,bava lives in a lower middle class tenement in triplicane chennai he runs a water can business along with his friends he also sings gana songs in death ceremonies during one such occasion he crosses swords with a local thug mookuthi and gets a mobile phone while running for his life on the road the owner of the mobile phone is the heroine and she wants it back bava s repeated attempts to meet her and hand over the mobile fail due to various reasons and when he finally meets her with the mobile he is brutally attacked by a group of goons and the mobile goes missing again a local paid killer radha is hired by a wealthy builder to kill bava and snatch the phone from him whether bava manages to escape the bid to kill him what happen to the mobile phone and what is the reason behind the phone becoming a threat to his life these questions are answered in the rest of the film,drama comedy,vijaya baskar,ma ka pa anand ramki rajendran yogi babu mahanadhi shankar,tamil,0,,,,,,,,,,,,dataset_3_tamil,drama comedy drama comedy vijaya baskar ma ka pa anand ramki rajendran yogi babu mahanadhi shankar tamil bava lives in a lower middle class tenement in triplicane chennai he runs a water can business along with his friends he also sings gana songs in death ceremonies during one such occasion he crosses swords with a local thug mookuthi and gets a mobile phone while running for his life on the road the owner of the mobile phone is the heroine and she wants it back bava s repeated attempts to meet her and hand over the mobile fail due to various reasons and when he finally meets her with the mobile he is brutally attacked by a group of goons and the mobile goes missing again a local paid killer radha is hired by a wealthy builder to kill bava and snatch the phone from him whether bava manages to escape the bid to kill him what happen to the mobile phone and what is the reason behind the phone becoming a threat to his life these questions are answered in the rest of the film
